hike_region,total_distance,elevation_gain,num_reviews,stars,hike_url,hike_id,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views,hiking,nature_trips,walking,bird_watching,trail_running,forest,no_dogs,mountain_bike,backpacking,horseback_riding,beach,fishing,partially_paved,road_biking,off_road_driving,wheelchair_friendly,stroller_friendly,paved,historic_site,rock_climbing,snowshoeing,city_walk,cave,paddle_sports,scenic_driving,surfing,cross_country_skiing,hot_springs,rails_trails,skiing,rocky,snow,muddy,bugs,overgrown,scramble,blowdown,off_trail,no_shade,private_property,closed,washed_out,old_growth,elevation_per_mile,power_rating,hike_difficulty_EASY,hike_difficulty_HARD,hike_difficulty_MODERATE,route_type_Loop,route_type_Out & Back,route_type_Point to Poin,foot_traffic_Heavy,foot_traffic_Light,foot_traffic_Moderate,foot_traffic_Unknown Foot Traffic
Gifford Pinchot National Forest,4.6,600,5,3.6,https://www.alltrails.com/trail/us/washington/big-tree-loop,hike1957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130.43478260869566,36.63,1,0,0,1,0,0,0,1,0,0
Mount Si Natural Resources Conservation Area,12.6,5351,3,3.7,https://www.alltrails.com/trail/us/washington/teneriffe-blowdown-si-loop,hike1958,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424.6825396825397,37.88,0,1,0,1,0,0,0,0,1,0
,4.8,702,6,3.0,https://www.alltrails.com/trail/us/washington/tokul-east-loop,hike1959,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146.25,32.88,0,0,1,1,0,0,0,0,1,0
Okanogan-Wenatchee National Forest,13.4,1167,3,3.3,https://www.alltrails.com/trail/us/washington/baldy-pass,hike1960,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.08955223880596,36.75,1,0,0,0,0,1,0,0,1,0
Mount Si Natural Resources Conservation Area,12.6,3900,5,3.8,https://www.alltrails.com/trail/us/washington/south-bessemer-mountain-trail,hike1961,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,309.5238095238095,37.55,0,1,0,0,1,0,0,1,0,0
Lord Hill Regional Park,7.3,987,7,4.4,https://www.alltrails.com/trail/us/washington/pipeline-temple-pond-and-quarry-loop,hike1962,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.2054794520548,40.76,0,0,1,0,1,0,0,1,0,0
,3.7,275,6,4.3,https://www.alltrails.com/trail/us/washington/beal-hill-loop,hike1963,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.32432432432432,39.99,0,0,1,1,0,0,0,1,0,0
Okanogan-Wenatchee National Forest,9.4,2618,5,2.8,https://www.alltrails.com/trail/us/washington/mineral-creek-trail,hike1964,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,278.51063829787233,32.95,0,1,0,0,1,0,0,1,0,0
Dishman Hills Natural Area,1.3,164,7,4.1,https://www.alltrails.com/trail/us/washington/pinecliff-trail-loop,hike1965,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.15384615384615,38.86,1,0,0,1,0,0,0,1,0,0
Mount Baker Snoqualmie National Forest,6.2,1945,3,3.0,https://www.alltrails.com/trail/us/washington/road-6310-jumpoff-ridge,hike1966,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.7096774193548,35.91,0,1,0,0,1,0,0,0,1,0
Seaquest State Park,2.5,272,8,3.1,https://www.alltrails.com/trail/us/washington/seaquest-8-5-6-7-loop,hike1967,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8,31.66,1,0,0,1,0,0,0,0,1,0
Banner Forest Heritage Park,3.0,226,5,4.6,https://www.alltrails.com/trail/us/washington/mismash-loop,hike1968,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.33333333333333,41.23,0,0,1,1,0,0,0,0,1,0
Mount Rainier National Park,8.5,1725,2,5.0,https://www.alltrails.com/trail/us/washington/dege-peak-and-frozen-lake-via-sourdough-ridge-trail,hike1969,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.94117647058823,40.73,0,0,1,0,1,0,0,1,0,0
Mount Baker Snoqualmie National Forest,0.3,9,3,4.3,https://www.alltrails.com/trail/us/washington/helis-pond-loop,hike1970,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,39.56,1,0,0,1,0,0,0,1,0,0
,2.1,59,5,4.2,https://www.alltrails.com/trail/us/washington/lynnwood-golf-course-walk,hike1971,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.095238095238095,39.39,1,0,0,1,0,0,0,1,0,0
,5.8,341,3,4.7,https://www.alltrails.com/trail/us/washington/coupeville-coast-to-coast,hike1972,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.793103448275865,40.68,0,0,1,1,0,0,0,0,1,0
,1.2,32,6,3.2,https://www.alltrails.com/trail/us/washington/kirkland-waterfront--3,hike1973,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.666666666666668,33.97,1,0,0,0,1,0,0,1,0,0
,1.0,620,5,4.6,https://www.alltrails.com/trail/us/washington/crown-point-vista,hike1974,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,620.0,41.23,0,0,1,1,0,0,0,1,0,0
,0.6,3,4,3.8,https://www.alltrails.com/trail/us/washington/perkins-pond-nature-trail,hike1975,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,37.85,1,0,0,1,0,0,0,1,0,0
Carkeek Park,2.1,314,3,3.7,https://www.alltrails.com/trail/us/washington/pipers-creek-and-north-traverse-trail-loop,hike1976,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.52380952380952,37.88,1,0,0,1,0,0,0,0,1,0
,4.3,764,6,3.8,https://www.alltrails.com/trail/us/washington/robinson-canyon-loop,hike1977,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.67441860465118,37.25,0,0,1,1,0,0,0,1,0,0
Gifford Pinchot National Forest,3.0,1246,6,2.8,https://www.alltrails.com/trail/us/washington/bunker-hill-trail,hike1978,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,415.3333333333333,31.78,0,0,1,0,1,0,0,0,0,1
Mount Rainier National Park,12.3,2017,2,3.5,https://www.alltrails.com/trail/us/washington/westside-road-and-south-puyallup-trail,hike1979,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163.98373983739836,37.9,0,1,0,0,1,0,0,0,1,0
Raging River State Forest,17.3,3759,3,4.7,https://www.alltrails.com/trail/us/washington/raging-river-raging-ridge-invictus-return-policy-loop,hike1980,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.28323699421964,40.68,0,1,0,1,0,0,0,0,1,0
Mount Baker National Forest,31.0,11640,2,5.0,https://www.alltrails.com/trail/us/washington/glacier-peak-sitkum-glacier,hike1981,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,375.48387096774195,40.73,0,1,0,0,1,0,0,0,1,0
Green River Gorge Conservation Area,3.2,738,140,4.1,https://www.alltrails.com/trail/us/washington/franklin-ghost-town-trail,hike1982,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,230.625,36.78,1,0,0,0,1,0,0,0,1,0
Canyon Lake Community Forest,8.3,2230,3,3.7,https://www.alltrails.com/trail/us/washington/canyon-lake-and-ridge,hike1983,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.6746987951807,37.88,0,1,0,1,0,0,0,0,1,0
,2.3,341,4,5.0,https://www.alltrails.com/trail/us/washington/lopez-hill--3,hike1984,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2608695652174,42.3,1,0,0,1,0,0,0,1,0,0
,33.8,2027,4,3.8,https://www.alltrails.com/trail/us/washington/tucannon-river-scenic-drive,hike1985,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.97041420118344,37.85,1,0,0,0,0,1,0,0,1,0
Mt. Rainier Gateway Forest,10.9,1692,7,3.3,https://www.alltrails.com/trail/us/washington/copper-creek-hut--2,hike1986,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155.22935779816513,33.8,0,0,1,0,1,0,0,0,1,0
Moran State Park,9.6,2529,2,5.0,https://www.alltrails.com/trail/us/washington/false-summit-lookout-tower-and-mountain-lake-loop,hike1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.4375,40.73,0,0,1,1,0,0,0,0,1,0
Glacier Peak Wilderness,4.9,1991,2,3.5,https://www.alltrails.com/trail/us/washington/boulder-lake-trail--3,hike1988,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.3265306122449,37.9,0,1,0,0,1,0,0,1,0,0
Mount Baker Wilderness,14.2,3270,2,5.0,https://www.alltrails.com/trail/us/washington/welcome-pass-from-damfino-lakes-via-high-divide-trail,hike1989,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.2816901408451,40.73,0,1,0,0,1,0,0,1,0,0
Okanogan-Wenatchee National Forest,5.9,1607,6,3.2,https://www.alltrails.com/trail/us/washington/paris-creek-trail,hike1990,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.3728813559322,33.97,0,0,1,0,1,0,0,0,1,0
Rotary Bark Park,0.8,59,5,4.6,https://www.alltrails.com/trail/us/washington/rotary-bark-park-off-leash-trail,hike1991,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75,41.23,1,0,0,1,0,0,0,0,1,0
Umatilla National Forest,12.0,1699,3,2.3,https://www.alltrails.com/trail/us/washington/south-asotin-trail,hike1992,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.58333333333334,33.95,0,0,1,0,1,0,0,0,1,0
Dry Gulch Preserve,3.0,1177,5,4.2,https://www.alltrails.com/trail/us/washington/dry-gulch-short-route,hike1993,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.3333333333333,39.39,0,0,1,0,1,0,0,0,1,0
Rock Creek Natural Area,2.6,108,3,4.3,https://www.alltrails.com/trail/us/washington/putnap-loop,hike1994,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,41.53846153846154,39.56,1,0,0,1,0,0,0,1,0,0
Warren Magnuson Park,2.3,22,7,4.7,https://www.alltrails.com/trail/us/washington/warren-g-magnuson-park-loop--2,hike1995,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56521739130435,42.66,1,0,0,1,0,0,0,1,0,0
Chamna Natural Preserve,4.3,45,3,4.7,https://www.alltrails.com/trail/us/washington/chamna-natural-preserve-trail,hike1996,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.465116279069768,40.68,1,0,0,1,0,0,0,1,0,0
China Lake Park,0.8,26,8,3.4,https://www.alltrails.com/trail/us/washington/china-lake-loop,hike1997,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,33.81,1,0,0,1,0,0,0,1,0,0
Mount Baker National Forest,15.6,2559,2,4.0,https://www.alltrails.com/trail/us/washington/downey-creek-trail,hike1998,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.03846153846155,38.85,0,0,1,0,1,0,0,0,1,0
Kennedy Creek Natural Area Preserve,7.1,1030,3,3.7,https://www.alltrails.com/trail/us/washington/bayview-suzuki-and-whiskey-hill-loop,hike1999,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.07042253521126,37.88,0,0,1,1,0,0,0,0,1,0
Captain William Clark Regional Park at Cottonwood Beach,2.8,39,4,4.3,https://www.alltrails.com/trail/us/washington/lewis-and-clark-columbia-river-shoreline-short-loop,hike2000,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.928571428571429,39.7,1,0,0,1,0,0,0,0,1,0
Table Mountain Natural Resources Conservation Area,8.0,3402,76,4.2,https://www.alltrails.com/trail/us/washington/table-mountain-via-aldrich-butte,hike2001,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,425.25,41.73,0,1,0,1,0,0,0,0,1,0
,1.2,52,5,4.2,https://www.alltrails.com/trail/us/washington/lake-louise-loop,hike2002,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.333333333333336,39.39,1,0,0,1,0,0,0,1,0,0
Fort Ebey State Park,1.4,137,3,4.7,https://www.alltrails.com/trail/us/washington/lake-pondilla-loop,hike2003,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.85714285714286,40.68,1,0,0,1,0,0,0,0,1,0
Riverside State Park,8.8,580,6,4.2,https://www.alltrails.com/trail/us/washington/trail-25-to-trail-100--2,hike2004,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9090909090909,39.44,0,0,1,0,0,1,0,0,1,0
,3.2,587,7,4.3,https://www.alltrails.com/trail/us/washington/little-mountain-west-loop-and-huff-n-puff,hike2005,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.4375,40.13,0,0,1,1,0,0,0,0,1,0
Cougar Mountain Regional Wildland Park,3.7,1131,2,4.5,https://www.alltrails.com/trail/us/washington/ring-road-trail,hike2006,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.6756756756757,39.79,1,0,0,0,1,0,0,0,1,0
Olympic National Park,46.5,11410,2,3.0,https://www.alltrails.com/trail/us/washington/oneill-pass-to-lake-la-crosse-loop,hike2007,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,245.3763440860215,36.96,0,1,0,0,1,0,0,0,1,0
,2.9,354,5,3.6,https://www.alltrails.com/trail/us/washington/grannys-sacred-ridge-farm-and-upper-loop-trail,hike2008,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.06896551724138,36.63,1,0,0,1,0,0,0,0,1,0
Newberry Hill Heritage Park,1.0,88,5,4.0,https://www.alltrails.com/trail/us/washington/big-cedar-trail-to-flying-eagle-trail-loop,hike2009,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,38.47,1,0,0,1,0,0,0,0,0,1
Colville National Forest,5.8,1637,6,3.8,https://www.alltrails.com/trail/us/washington/copper-butte-trail,hike2010,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,282.2413793103448,37.25,0,1,0,0,1,0,0,1,0,0
,2.5,269,3,3.7,https://www.alltrails.com/trail/us/washington/newcastle-golf-course-trail,hike2011,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6,37.88,1,0,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,5.0,1354,3,4.0,https://www.alltrails.com/trail/us/washington/thorp-lake,hike2012,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,270.8,38.72,0,0,1,0,1,0,0,0,1,0
Cedar Downs Park,0.9,170,2,4.0,https://www.alltrails.com/trail/us/washington/cedar-downs-park,hike2013,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.88888888888889,38.85,1,0,0,1,0,0,0,1,0,0
Olympic National Forest,0.7,334,2,3.5,https://www.alltrails.com/trail/us/washington/maynard-burn-way-historical,hike2014,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.14285714285717,37.9,1,0,0,0,1,0,0,0,1,0
,5.0,114,7,3.0,https://www.alltrails.com/trail/us/washington/kulshan-trail--2,hike2015,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,31.9,1,0,0,0,1,0,0,1,0,0
,5.1,45,5,3.6,https://www.alltrails.com/trail/us/washington/ship-canal-to-westlake-cycle-track,hike2016,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.823529411764707,36.63,1,0,0,0,1,0,0,0,1,0
Alpine Lakes Wilderness,17.4,3461,2,4.0,https://www.alltrails.com/trail/us/washington/marmot-lake-trail-via-tucquala-meadows,hike2017,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,198.9080459770115,38.85,0,1,0,0,1,0,0,0,1,0
Olympic National Park,3.0,816,3,4.3,https://www.alltrails.com/trail/us/washington/green-mountain-from-deer-park-campground,hike2018,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0,39.56,1,0,0,0,1,0,0,0,1,0
St Edward  State Park,1.5,321,4,4.0,https://www.alltrails.com/trail/us/washington/orchard-loop-to-grotto-trail,hike2019,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,38.59,1,0,0,1,0,0,0,0,0,1
Okanogan-Wenatchee National Forest,12.4,2860,3,3.7,https://www.alltrails.com/trail/us/washington/pear-lake-via-top-lake-trail,hike2020,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,230.64516129032256,37.88,0,1,0,0,1,0,0,1,0,0
Cougar Mountain Regional Wildland Park,0.5,75,4,3.8,https://www.alltrails.com/trail/us/washington/china-creek-trail,hike2021,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,37.85,1,0,0,0,1,0,0,0,1,0
Taylor Mountain Forest,13.2,2332,2,5.0,https://www.alltrails.com/trail/us/washington/northwest-timber-trail-to-preston-railroad-grade-and-east-tiger-summit-to-main-tiger-m,hike2022,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.66666666666669,40.73,0,1,0,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,5.3,1555,2,4.5,https://www.alltrails.com/trail/us/washington/corral-pass-campground-to-hidden-lake,hike2023,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,293.39622641509436,39.79,0,0,1,0,1,0,0,0,1,0
Olympic National Park,10.2,3333,4,4.8,https://www.alltrails.com/trail/us/washington/badger-valley-trail-to-grand-pass-trail-loop,hike2024,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,326.764705882353,41.56,0,1,0,1,0,0,0,1,0,0
Daybreak Park,0.3,3,2,3.0,https://www.alltrails.com/trail/us/washington/lewis-river-east-fork-from-daybreak-park,hike2025,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,36.96,1,0,0,0,1,0,0,0,1,0
